game,category,game+category,time,released_year,age,nb_of_runs,main_platform,main_genre,engine,developer,publisher
Star Wars Episode I: Racer,Amateur Circuit,Star Wars Episode I: Racer - Amateur Circuit,1220,1999,22,45,Nintendo 64,Racing,,LucasArts,LucasArts
Star Wars Episode I: Racer,100%,Star Wars Episode I: Racer - 100%,4776,1999,22,17,Nintendo 64,Racing,,LucasArts,LucasArts
Star Wars Episode I: Racer,All Tracks NG+,Star Wars Episode I: Racer - All Tracks NG+,4892,1999,22,14,Nintendo 64,Racing,,LucasArts,LucasArts
Ninja Gaiden II,NewGame,Ninja Gaiden II - NewGame,6229,2008,13,8,Xbox 360,Action-adventure,,Team Ninja,Microsoft
Ninja Gaiden II,NewGame++,Ninja Gaiden II - NewGame++,5708,2008,13,5,Xbox 360,Action-adventure,,Team Ninja,Microsoft
Ninja Gaiden II,100%,Ninja Gaiden II - 100%,17783,2008,13,1,Xbox 360,Action-adventure,,Team Ninja,Microsoft
Darkwing Duck (GB),Any%,Darkwing Duck (GB) - Any%,837,1993,28,12,Super Game Boy,,,,
Donkey Kong Country 2: Diddy's Kong Quest,Any%,Donkey Kong Country 2: Diddy's Kong Quest - Any%,2294,1995,26,274,Super Nintendo,Platformer,,Rare,Nintendo
Donkey Kong Country 2: Diddy's Kong Quest,102%,Donkey Kong Country 2: Diddy's Kong Quest - 102%,5154,1995,26,89,Super Nintendo,Platformer,,Rare,Nintendo
Donkey Kong Country 2: Diddy's Kong Quest,Warpless,Donkey Kong Country 2: Diddy's Kong Quest - Warpless,2958,1995,26,45,Super Nintendo,Platformer,,Rare,Nintendo
Donkey Kong Country 2: Diddy's Kong Quest,True Ending,Donkey Kong Country 2: Diddy's Kong Quest - True Ending,2195,1995,26,23,Super Nintendo,Platformer,,Rare,Nintendo
Teenage Mutant Ninja Turtles II: The Arcade Game,NTSC-U,Teenage Mutant Ninja Turtles II: The Arcade Game - NTSC-U,1855,1990,31,46,Nintendo Entertainment System,,,,
Teenage Mutant Ninja Turtles II: The Arcade Game,NTSC-J,Teenage Mutant Ninja Turtles II: The Arcade Game - NTSC-J,1598,1990,31,24,Nintendo Entertainment System,,,,
Teenage Mutant Ninja Turtles II: The Arcade Game,PAL,Teenage Mutant Ninja Turtles II: The Arcade Game - PAL,2346,1990,31,7,Nintendo Entertainment System,,,,
Super Mario Bros. 2,Any%,Super Mario Bros. 2 - Any%,493.521,1988,33,198,Nintendo Entertainment System,,,,
Super Mario Bros. 2,All Levels,Super Mario Bros. 2 - All Levels,1236,1988,33,37,Nintendo Entertainment System,,,,
Super Mario Bros. 2,Any% All-Stars,Super Mario Bros. 2 - Any% All-Stars,449,1988,33,52,Nintendo Entertainment System,,,,
Super Mario Bros. 2,Any% No S+Q All-Stars,Super Mario Bros. 2 - Any% No S+Q All-Stars,514,1988,33,25,Nintendo Entertainment System,,,,
Super Mario Bros. 2,All Levels All-Stars,Super Mario Bros. 2 - All Levels All-Stars,1233,1988,33,28,Nintendo Entertainment System,,,,
Metroid Fusion,Any%,Metroid Fusion - Any%,4276,2002,19,262,Game Boy Advance,Action-adventure,,Nintendo R&D1,Nintendo
Metroid Fusion,100%,Metroid Fusion - 100%,5754,2002,19,82,Game Boy Advance,Action-adventure,,Nintendo R&D1,Nintendo
Metroid Fusion,0%,Metroid Fusion - 0%,4654,2002,19,5,Game Boy Advance,Action-adventure,,Nintendo R&D1,Nintendo
Metroid Fusion,Any% Memory Corruption,Metroid Fusion - Any% Memory Corruption,2960,2002,19,16,Game Boy Advance,Action-adventure,,Nintendo R&D1,Nintendo
Metroid Fusion,1%,Metroid Fusion - 1%,4460,2002,19,9,Game Boy Advance,Action-adventure,,Nintendo R&D1,Nintendo
Stikir,Any%,Stikir - Any%,1293,2019,2,1,PC,,,,
Plok,Any%,Plok - Any%,1761,1993,28,11,Super Nintendo,,,,
Plok,Any% Warpless,Plok - Any% Warpless,2762,1993,28,1,Super Nintendo,,,,
Plok,All stages,Plok - All stages,3163,1993,28,1,Super Nintendo,,,,
Bugs Bunny in Double Trouble,Any%,Bugs Bunny in Double Trouble - Any%,2280,1996,25,1,Sega Genesis,,,,
Castlevania Chronicles,Original mode,Castlevania Chronicles - Original mode,1691,2001,20,4,PlayStation 2,Platformer,,,Konami
Castlevania Chronicles,Arranged mode,Castlevania Chronicles - Arranged mode,1582,2001,20,11,PlayStation 2,Platformer,,,Konami
Sonic the Hedgehog,Beat The Game,Sonic the Hedgehog - Beat The Game,874,1991,30,79,GameCube,Action,,Sonic Team,SEGA
Sonic the Hedgehog,All Emeralds,Sonic the Hedgehog - All Emeralds,0,1991,30,16,GameCube,Action,,Sonic Team,SEGA
Pokémon Pinball: Ruby & Sapphire,Defeat Rayquaza (Sapphire Field),Pokémon Pinball: Ruby & Sapphire - Defeat Rayquaza (Sapphire Field),835,2003,18,16,Game Boy Advance,,,,
Pokémon Pinball: Ruby & Sapphire,Defeat Rayquaza (Ruby Field),Pokémon Pinball: Ruby & Sapphire - Defeat Rayquaza (Ruby Field),1048,2003,18,10,Game Boy Advance,,,,
Pokémon Pinball: Ruby & Sapphire,Complete Pokédex,Pokémon Pinball: Ruby & Sapphire - Complete Pokédex,21554,2003,18,5,Game Boy Advance,,,,
Super Mario World,96 Exit,Super Mario World - 96 Exit,4903.74,1990,31,253,Super Nintendo,Platformer,,Nintendo,Nintendo
Super Mario World,All Castles,Super Mario World - All Castles,2039.554,1990,31,230,Super Nintendo,Platformer,,Nintendo,Nintendo
Super Mario World,No Starworld,Super Mario World - No Starworld,1962.577,1990,31,250,Super Nintendo,Platformer,,Nintendo,Nintendo
Super Mario World,11 Exit,Super Mario World - 11 Exit,583.75,1990,31,1314,Super Nintendo,Platformer,,Nintendo,Nintendo
Super Mario World,0 Exit,Super Mario World - 0 Exit,41.022,1990,31,32,Super Nintendo,Platformer,,Nintendo,Nintendo
Super Mario World,"95 Exit, No Cape","Super Mario World - 95 Exit, No Cape",5209.22,1990,31,37,Super Nintendo,Platformer,,Nintendo,Nintendo
Super Mario World,"All Castles, No Cape","Super Mario World - All Castles, No Cape",2219,1990,31,39,Super Nintendo,Platformer,,Nintendo,Nintendo
Super Mario World,"No Cape, No Starworld","Super Mario World - No Cape, No Starworld",2060.33,1990,31,153,Super Nintendo,Platformer,,Nintendo,Nintendo
Super Mario World,"11 Exit, No Cape","Super Mario World - 11 Exit, No Cape",612.1,1990,31,190,Super Nintendo,Platformer,,Nintendo,Nintendo
Super Mario World,"All Castles, Small Only","Super Mario World - All Castles, Small Only",2374,1990,31,17,Super Nintendo,Platformer,,Nintendo,Nintendo
Super Mario World,"No Starworld, Small Only","Super Mario World - No Starworld, Small Only",2132.704,1990,31,24,Super Nintendo,Platformer,,Nintendo,Nintendo
Super Mario World,Small Only,Super Mario World - Small Only,884.932,1990,31,84,Super Nintendo,Platformer,,Nintendo,Nintendo
Super Mario World,Lunar Dragon,Super Mario World - Lunar Dragon,5505,1990,31,23,Super Nintendo,Platformer,,Nintendo,Nintendo
Dino Crisis,Any%,Dino Crisis - Any%,4509,1999,22,33,Dreamcast,Survival Horror,,Capcom,Capcom
Dino Crisis,No Weapon,Dino Crisis - No Weapon,4597,1999,22,19,Dreamcast,Survival Horror,,Capcom,Capcom
Dino Crisis,Segmented,Dino Crisis - Segmented,4490,1999,22,14,Dreamcast,Survival Horror,,Capcom,Capcom
Dino Crisis,Best Ending,Dino Crisis - Best Ending,4530,1999,22,19,Dreamcast,Survival Horror,,Capcom,Capcom
Dino Crisis,Any% Hard Mode,Dino Crisis - Any% Hard Mode,4513,1999,22,3,Dreamcast,Survival Horror,,Capcom,Capcom
Die Hard (NES),Any% (Beginner),Die Hard (NES) - Any% (Beginner),105.383,1990,31,53,Nintendo Entertainment System,,,,
Die Hard (NES),Any% (Advanced),Die Hard (NES) - Any% (Advanced),112.617,1990,31,10,Nintendo Entertainment System,,,,
Die Hard (NES),All Enemies (Beginner),Die Hard (NES) - All Enemies (Beginner),276,1990,31,4,Nintendo Entertainment System,,,,
Die Hard (NES),All Enemies (Advanced),Die Hard (NES) - All Enemies (Advanced),276,1990,31,0,Nintendo Entertainment System,,,,
Hammerin' Harry: Ghost Building Company (GB),Any%,Hammerin' Harry: Ghost Building Company (GB) - Any%,1196,1992,29,2,Game Boy Player,,,,
Streets of Rage 3,Hard,Streets of Rage 3 - Hard,1805,1994,27,9,Wii U,Beat 'em up,,,
Streets of Rage 3,Normal,Streets of Rage 3 - Normal,1625,1994,27,6,Wii U,Beat 'em up,,,
Streets of Rage 3,Easy,Streets of Rage 3 - Easy,1050,1994,27,16,Wii U,Beat 'em up,,,
Prehistorik Man (GB),Any%,Prehistorik Man (GB) - Any%,923,1996,25,2,Game Boy,,,,
Disney's Aladdin (GB),Any% Practice,Disney's Aladdin (GB) - Any% Practice,958,1994,27,3,Game Boy Color,Platformer,,NMS Software Ltd.,Virgin Interactive Entertainment
Disney's Aladdin (GB),Any% Normal,Disney's Aladdin (GB) - Any% Normal,958,1994,27,0,Game Boy Color,Platformer,,NMS Software Ltd.,Virgin Interactive Entertainment
Disney's Aladdin (GB),Any% Difficult,Disney's Aladdin (GB) - Any% Difficult,958,1994,27,0,Game Boy Color,Platformer,,NMS Software Ltd.,Virgin Interactive Entertainment
Earnest Evans,Any%,Earnest Evans - Any%,513,1991,30,4,Sega Genesis,Platformer,,Wolf Team,Wolf Team
Super Castlevania IV,Any%,Super Castlevania IV - Any%,1885,1991,30,134,Super Nintendo,,,,
Super Castlevania IV,2nd Loop,Super Castlevania IV - 2nd Loop,1972,1991,30,10,Super Nintendo,,,,
Super Castlevania IV,Low%,Super Castlevania IV - Low%,2305,1991,30,13,Super Nintendo,,,,
Heart like a Wheel,Game 1  A/A,Heart like a Wheel - Game 1  A/A,0,1983,38,2,Atari 2600,,,,
Heart like a Wheel,Game 1  A/B,Heart like a Wheel - Game 1  A/B,0,1983,38,2,Atari 2600,,,,
Heart like a Wheel,Game 1  B/A,Heart like a Wheel - Game 1  B/A,0,1983,38,2,Atari 2600,,,,
Heart like a Wheel,Game 1  B/B,Heart like a Wheel - Game 1  B/B,0,1983,38,2,Atari 2600,,,,
Castlevania: Bloodlines,Any% John,Castlevania: Bloodlines - Any% John,1660,1994,27,9,Sega Genesis,Platformer,,Konami,Konami
Castlevania: Bloodlines,Any% Eric,Castlevania: Bloodlines - Any% Eric,1668,1994,27,22,Sega Genesis,Platformer,,Konami,Konami
Castlevania: Bloodlines,Any% John (JP),Castlevania: Bloodlines - Any% John (JP),1727,1994,27,8,Sega Genesis,Platformer,,Konami,Konami
Castlevania: Bloodlines,Any% Eric (JP),Castlevania: Bloodlines - Any% Eric (JP),1675,1994,27,7,Sega Genesis,Platformer,,Konami,Konami
Thunder Castle,1 Loop,Thunder Castle - 1 Loop,233,1986,35,2,GameCube,,,,
Thunder Castle,4 Loops,Thunder Castle - 4 Loops,4470,1986,35,1,GameCube,,,,
Castlevania: Aria of Sorrow,Soma Any% No 0HP,Castlevania: Aria of Sorrow - Soma Any% No 0HP,737,2003,18,77,Game Boy Advance,Metroidvania,,,
Castlevania: Aria of Sorrow,Soma Any%,Castlevania: Aria of Sorrow - Soma Any%,464,2003,18,7,Game Boy Advance,Metroidvania,,,
Castlevania: Aria of Sorrow,Soma All Bosses,Castlevania: Aria of Sorrow - Soma All Bosses,1085,2003,18,17,Game Boy Advance,Metroidvania,,,
Castlevania: Aria of Sorrow,Soma Glitchless,Castlevania: Aria of Sorrow - Soma Glitchless,1576,2003,18,34,Game Boy Advance,Metroidvania,,,
Castlevania: Aria of Sorrow,Julius Any%,Castlevania: Aria of Sorrow - Julius Any%,303,2003,18,8,Game Boy Advance,Metroidvania,,,
Castlevania: Aria of Sorrow,Julius All Bosses,Castlevania: Aria of Sorrow - Julius All Bosses,811,2003,18,25,Game Boy Advance,Metroidvania,,,
EX Monopoly,Win (COM),EX Monopoly - Win (COM),2864,2001,20,1,Game Boy Advance,,,,
EX Monopoly,Story Mode,EX Monopoly - Story Mode,2864,2001,20,0,Game Boy Advance,,,,
Spider-Man: Web of Fire,Beat The Game,Spider-Man: Web of Fire - Beat The Game,506,1996,25,1,Sega 32X,2D Platformer,,BlueSky Software,SEGA
Batman Begins,Any% All Console,Batman Begins - Any% All Console,8283,2005,16,2,GameCube,,,,EA
Batman Begins,Any% Xbox,Batman Begins - Any% Xbox,8813,2005,16,1,GameCube,,,,EA
Batman Begins,Any% PS2,Batman Begins - Any% PS2,8877,2005,16,1,GameCube,,,,EA
Batman Begins,Any% GCN,Batman Begins - Any% GCN,8877,2005,16,0,GameCube,,,,EA
Batman Begins,Any% Normal,Batman Begins - Any% Normal,8689,2005,16,2,GameCube,,,,EA
Batman Begins,Any% Normal Xbox,Batman Begins - Any% Normal Xbox,9470,2005,16,1,GameCube,,,,EA
Batman Begins,Any% Normal PS2,Batman Begins - Any% Normal PS2,8689,2005,16,1,GameCube,,,,EA
Batman Begins,Any% Normal GCN,Batman Begins - Any% Normal GCN,8689,2005,16,0,GameCube,,,,EA
Batman Begins,Training,Batman Begins - Training,795,2005,16,1,GameCube,,,,EA
Pizza Pop!,Beat the Game,Pizza Pop! - Beat the Game,567,1992,29,11,Nintendo Entertainment System,,,,
Advanced Dungeons & Dragons: Cloudy Mountain,Any%,Advanced Dungeons & Dragons: Cloudy Mountain - Any%,11.06,1982,39,4,Nintendo DS,Action-adventure,,Mattel,Mattel
Advanced Dungeons & Dragons: Cloudy Mountain,Glitchless,Advanced Dungeons & Dragons: Cloudy Mountain - Glitchless,50.63,1982,39,10,Nintendo DS,Action-adventure,,Mattel,Mattel
Advanced Dungeons & Dragons: Cloudy Mountain,100%,Advanced Dungeons & Dragons: Cloudy Mountain - 100%,97,1982,39,2,Nintendo DS,Action-adventure,,Mattel,Mattel
Super Contra 7,Beat the game%,Super Contra 7 - Beat the game%,324,1996,25,4,Nintendo Entertainment System,,,,
Super Contra 7,Beat the game Co-op%,Super Contra 7 - Beat the game Co-op%,345,1996,25,1,Nintendo Entertainment System,,,,
Daze Before Christmas,Easy Sega,Daze Before Christmas - Easy Sega,1079,1994,27,2,Super Nintendo,Platform,,Funcom,Sunsoft
Daze Before Christmas,Normal Sega,Daze Before Christmas - Normal Sega,1079,1994,27,2,Super Nintendo,Platform,,Funcom,Sunsoft
Daze Before Christmas,Hard Sega,Daze Before Christmas - Hard Sega,1132,1994,27,1,Super Nintendo,Platform,,Funcom,Sunsoft
Daze Before Christmas,Easy SNES,Daze Before Christmas - Easy SNES,2699,1994,27,1,Super Nintendo,Platform,,Funcom,Sunsoft
Daze Before Christmas,Normal SNES,Daze Before Christmas - Normal SNES,1556,1994,27,3,Super Nintendo,Platform,,Funcom,Sunsoft
Daze Before Christmas,Hard SNES,Daze Before Christmas - Hard SNES,1306,1994,27,2,Super Nintendo,Platform,,Funcom,Sunsoft
Spike Hike,Any%,Spike Hike - Any%,"123,5",2018,3,5,PC,,,,
Spike Hike,100%,Spike Hike - 100%,"150,5",2018,3,2,PC,,,,
Pokémon Yellow Category Extensions,Alt Main Pokes,Pokémon Yellow Category Extensions - Alt Main Pokes,7777,1998,23,15,Nintendo 64,,,,
Pokémon Yellow Category Extensions,Ash%,Pokémon Yellow Category Extensions - Ash%,22697,1998,23,2,Nintendo 64,,,,
Pokémon Yellow Category Extensions,Beat Misty,Pokémon Yellow Category Extensions - Beat Misty,1781,1998,23,6,Nintendo 64,,,,
Pokémon Yellow Category Extensions,Catch 'em All,Pokémon Yellow Category Extensions - Catch 'em All,6792,1998,23,6,Nintendo 64,,,,
Pokémon Yellow Category Extensions,Reverse Badge Order (No Underflow),Pokémon Yellow Category Extensions - Reverse Badge Order (No Underflow),2254,1998,23,2,Nintendo 64,,,,
Pokémon Yellow Category Extensions,Softlock the Game,Pokémon Yellow Category Extensions - Softlock the Game,127.567,1998,23,12,Nintendo 64,,,,
Pokémon Yellow Category Extensions,TMless,Pokémon Yellow Category Extensions - TMless,7811,1998,23,1,Nintendo 64,,,,
BurgerTime (NES),1-Loop,BurgerTime (NES) - 1-Loop,268,1987,34,6,Nintendo Entertainment System,,,,
BurgerTime (NES),High Score,BurgerTime (NES) - High Score,39.833,1987,34,11,Nintendo Entertainment System,,,,
Winnie the Pooh: Adventures in the 100 Acre Wood,Any%,Winnie the Pooh: Adventures in the 100 Acre Wood - Any%,517,2000,21,5,Game Boy Color,Adventure,,NewKidCo,NewKidCo
Winnie the Pooh: Adventures in the 100 Acre Wood,All Storybooks,Winnie the Pooh: Adventures in the 100 Acre Wood - All Storybooks,517,2000,21,0,Game Boy Color,Adventure,,NewKidCo,NewKidCo
Winnie the Pooh: Adventures in the 100 Acre Wood,100%,Winnie the Pooh: Adventures in the 100 Acre Wood - 100%,517,2000,21,0,Game Boy Color,Adventure,,NewKidCo,NewKidCo
Flicky,Any%,Flicky - Any%,909,1991,30,11,GameCube,,,,
Prince of Persia: The Sands of Time,Any%,Prince of Persia: The Sands of Time - Any%,2073,2003,18,42,GameCube,Action-adventure,Jade,Ubisoft Montreal,Ubisoft
Prince of Persia: The Sands of Time,All Collectibles,Prince of Persia: The Sands of Time - All Collectibles,3585,2003,18,7,GameCube,Action-adventure,Jade,Ubisoft Montreal,Ubisoft
Super Smash Bros. Brawl,Subspace Emissary,Super Smash Bros. Brawl - Subspace Emissary,4285,2008,13,103,Wii U,Fighting,Havok,Nintendo,Nintendo
Super Smash Bros. Brawl,All Events,Super Smash Bros. Brawl - All Events,1344,2008,13,25,Wii U,Fighting,Havok,Nintendo,Nintendo
Super Smash Bros. Brawl,Classic,Super Smash Bros. Brawl - Classic,298,2008,13,77,Wii U,Fighting,Havok,Nintendo,Nintendo
Super Smash Bros. Brawl,All-Star,Super Smash Bros. Brawl - All-Star,0,2008,13,44,Wii U,Fighting,Havok,Nintendo,Nintendo
Monkey Magic,Any%,Monkey Magic - Any%,4050,2000,21,1,PlayStation,,,,
Sorcerer's Maze,Any%,Sorcerer's Maze - Any%,5187,1998,23,2,PlayStation 2,,,,
Punky Skunk,Any%,Punky Skunk - Any%,3218,1996,25,5,PlayStation 2,Adventure Platformer,,Jaleco,
Vs. Castlevania,Any% Easy,Vs. Castlevania - Any% Easy,733,1987,34,4,Arcade,Platformer,,Konami,Nintendo
Vs. Castlevania,Any% Hard,Vs. Castlevania - Any% Hard,741,1987,34,1,Arcade,Platformer,,Konami,Nintendo
M.C. Kids,(NES) Any%,M.C. Kids - (NES) Any%,1176.733,1992,29,14,Nintendo Entertainment System,,,,
M.C. Kids,(NES) 100%,M.C. Kids - (NES) 100%,1724,1992,29,5,Nintendo Entertainment System,,,,
Suikoden II,Any%,Suikoden II - Any%,20622,1998,23,8,PlayStation,,,,
Suikoden II,100% (108 Star),Suikoden II - 100% (108 Star),25357,1998,23,3,PlayStation,,,,
Suikoden II,Save corruption,Suikoden II - Save corruption,650,1998,23,1,PlayStation,,,,
Donkey Kong Country 4,Any%,Donkey Kong Country 4 - Any%,874,1997,24,7,Nintendo Entertainment System,,,Hummer Team,
Contra III: The Alien Wars,Any% Easy,Contra III: The Alien Wars - Any% Easy,732,1992,29,61,Super Nintendo,,,Konami,
Contra III: The Alien Wars,Any% Normal,Contra III: The Alien Wars - Any% Normal,783,1992,29,29,Super Nintendo,,,Konami,
Contra III: The Alien Wars,Any% Hard,Contra III: The Alien Wars - Any% Hard,854,1992,29,24,Super Nintendo,,,Konami,
Double Dragon Advance,1P Dragon,Double Dragon Advance - 1P Dragon,1134,2003,18,5,Game Boy Advance,Beat 'em up,,,
Double Dragon Advance,1P Double Dragon,Double Dragon Advance - 1P Double Dragon,2012,2003,18,1,Game Boy Advance,Beat 'em up,,,
Double Dragon Advance,2P Double Dragon,Double Dragon Advance - 2P Double Dragon,2012,2003,18,0,Game Boy Advance,Beat 'em up,,,
EarthBound,Any% Glitchless,EarthBound - Any% Glitchless,13088,1994,27,148,Super Nintendo,RPG,,,
EarthBound,Any%,EarthBound - Any%,2379,1994,27,22,Super Nintendo,RPG,,,
The Humans,Discover Fire,The Humans - Discover Fire,473,1992,29,1,Super Nintendo,,,Imagitec Design,GameTek
The Humans,Discover the Wheel,The Humans - Discover the Wheel,1119,1992,29,1,Super Nintendo,,,Imagitec Design,GameTek
The Humans,Discover the Rope,The Humans - Discover the Rope,1119,1992,29,0,Super Nintendo,,,Imagitec Design,GameTek
Home Alone 2: Lost in New York (GB),any%,Home Alone 2: Lost in New York (GB) - any%,568,1992,29,3,Game Boy Color,,,,
Cooly Skunk (SNES),Any%,Cooly Skunk (SNES) - Any%,1897,2020,1,1,Super Nintendo,Platforming,,,
Braid,Any%,Braid - Any%,1481.54,2008,13,53,PlayStation 3,Puzzle,,,
Braid,6 Stars,Braid - 6 Stars,1674.703,2008,13,5,PlayStation 3,Puzzle,,,
Braid,100%,Braid - 100%,8104.67,2008,13,4,PlayStation 3,Puzzle,,,
Tiny Toon Adventures,Any%,Tiny Toon Adventures - Any%,751,1991,30,36,Nintendo Entertainment System,,,,
l'Abbaye des Morts,Any% PC,l'Abbaye des Morts - Any% PC,207,2010,11,3,PC,Platformer,,locomalito,Locomalito
l'Abbaye des Morts,Any% C64,l'Abbaye des Morts - Any% C64,184,2010,11,3,PC,Platformer,,locomalito,Locomalito
l'Abbaye des Morts,Any% MSX,l'Abbaye des Morts - Any% MSX,14,2010,11,1,PC,Platformer,,locomalito,Locomalito
The Legend of Zelda: Majora's Mask,Any%,The Legend of Zelda: Majora's Mask - Any%,1485,2000,21,307,Nintendo 64,Action-adventure,,Nintendo EAD,Nintendo
The Legend of Zelda: Majora's Mask,100%,The Legend of Zelda: Majora's Mask - 100%,15468,2000,21,68,Nintendo 64,Action-adventure,,Nintendo EAD,Nintendo
The Legend of Zelda: Majora's Mask,All Masks,The Legend of Zelda: Majora's Mask - All Masks,5048,2000,21,53,Nintendo 64,Action-adventure,,Nintendo EAD,Nintendo
The Legend of Zelda: Majora's Mask,All Dungeons,The Legend of Zelda: Majora's Mask - All Dungeons,2440,2000,21,46,Nintendo 64,Action-adventure,,Nintendo EAD,Nintendo
The Legend of Zelda: Majora's Mask,Defeat Majora,The Legend of Zelda: Majora's Mask - Defeat Majora,1629.067,2000,21,19,Nintendo 64,Action-adventure,,Nintendo EAD,Nintendo
The Legend of Zelda: Majora's Mask,AFR,The Legend of Zelda: Majora's Mask - AFR,6604,2000,21,28,Nintendo 64,Action-adventure,,Nintendo EAD,Nintendo
The Legend of Zelda: Majora's Mask,TDC,The Legend of Zelda: Majora's Mask - TDC,5845,2000,21,5,Nintendo 64,Action-adventure,,Nintendo EAD,Nintendo
The Legend of Zelda: Majora's Mask,Glitchless,The Legend of Zelda: Majora's Mask - Glitchless,8890,2000,21,142,Nintendo 64,Action-adventure,,Nintendo EAD,Nintendo
The Legend of Zelda: Majora's Mask,Monthlies,The Legend of Zelda: Majora's Mask - Monthlies,865,2000,21,3,Nintendo 64,Action-adventure,,Nintendo EAD,Nintendo
Mortal Kombat Trilogy,PlayStation,Mortal Kombat Trilogy - PlayStation,483,1996,25,10,Nintendo 64,Fighting,,Midway Games,Midway
Mortal Kombat Trilogy,N64,Mortal Kombat Trilogy - N64,326,1996,25,11,Nintendo 64,Fighting,,Midway Games,Midway
